Id,Label,clustering,triangles,pageranks,degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,componentnumber,eigencentrality,weighted degree,Authority,Hub,modularity_class,stat_inf_class
Addam-Marbrand,,0.545455,36,0.001658,12,7,0.345803,0.373911,0.00047,0,0.205085,56,0.052661,0.052661,1,4
Brynden-Tully,,0.368421,63,0.002709,19,6,0.371495,0.403396,0.002227,0,0.238086,185,0.06002,0.06002,1,14
Cersei-Lannister,,0.131658,613,0.013362,97,6,0.454545,0.512159,0.088704,0,0.925314,2232,0.235779,0.235779,0,4
Gyles-Rosby,,0.411765,63,0.002327,18,7,0.339453,0.369173,0.000415,0,0.23067,101,0.059532,0.059532,0,4
Jaime-Lannister,,0.108515,548,0.015461,101,6,0.451961,0.511572,0.100838,0,0.89004,1569,0.226345,0.226345,1,14
Jalabhar-Xho,,0.5,5,0.000857,5,7,0.313733,0.332989,0.000807,0,0.049154,16,0.012675,0.012675,0,4
Joffrey-Baratheon,,0.219523,515,0.008865,69,6,0.433952,0.485367,0.031759,0,0.843277,1762,0.214379,0.214379,0,15
Kevan-Lannister,,0.507353,69,0.002385,17,6,0.362682,0.393375,0.001893,0,0.287378,196,0.073664,0.073664,0,4
Lyle-Crakehall,,0.5,5,0.000827,5,7,0.312992,0.333031,0.000009,0,0.060385,27,0.015553,0.015553,1,4
Oberyn-Martell,,0.336842,64,0.002833,20,7,0.356023,0.389048,0.009803,0,0.257305,192,0.065787,0.065787,0,1
Tyrion-Lannister,,0.089283,659,0.018362,122,6,0.476333,0.538365,0.162191,0,1,2873,0.251562,0.251562,0,3
Tywin-Lannister,,0.271277,306,0.006579,48,6,0.411278,0.455073,0.02067,0,0.628177,690,0.159782,0.159782,0,0
Varys,,0.363636,204,0.004487,34,6,0.401515,0.43935,0.009201,0,0.510594,609,0.129808,0.129808,0,0
Aegon-Frey-(son-of-Stevron),,1,6,0.000715,4,6,0.313609,0.332642,0,0,0.058565,18,0.014688,0.014688,1,14
Catelyn-Stark,,0.138378,384,0.011187,75,6,0.433479,0.487275,0.054974,0,0.698765,1230,0.175885,0.175885,1,14
Robb-Stark,,0.141429,382,0.011081,74,5,0.444134,0.49392,0.066468,0,0.693603,1424,0.173192,0.173192,1,14
Stevron-Frey,,0.8,8,0.000856,5,6,0.313981,0.33369,0.000003,0,0.062681,19,0.015711,0.015711,1,14
Walder-Frey,,0.345029,59,0.002829,19,6,0.360054,0.390377,0.006634,0,0.217492,176,0.054951,0.054951,1,14
Aegon-I-Targaryen,,0.222222,8,0.001787,9,6,0.361692,0.386457,0.006891,0,0.104604,41,0.025583,0.025583,9,6
Daenerys-Targaryen,,0.076484,201,0.013048,73,6,0.383317,0.438302,0.118418,0,0.27378,1608,0.063045,0.063045,9,10
Eddard-Stark,,0.151796,410,0.011485,74,6,0.455849,0.502935,0.078732,0,0.762143,1649,0.191659,0.191659,2,12
Harren-Hoare,,0.666667,2,0.000634,3,7,0.313981,0.330767,0.000077,0,0.031752,16,0.007827,0.007827,8,6
Nan,,0.5,14,0.001325,8,6,0.346254,0.373857,0.000714,0,0.105542,91,0.025463,0.025463,1,6
Rhaenys-Targaryen,,1,1,0.000621,2,7,0.265797,0.275903,0,0,0.004038,7,0.000928,0.000928,9,6
Stannis-Baratheon,,0.106997,419,0.01365,89,5,0.444631,0.500063,0.11014,0,0.734925,1375,0.182076,0.182076,4,7
Torrhen-Stark,,1,1,0.000489,2,7,0.313857,0.328754,0,0,0.030289,6,0.007602,0.007602,2,6
Visenya-Targaryen,,1,1,0.000621,2,7,0.265797,0.275903,0,0,0.004038,6,0.000928,0.000928,9,6
Aegon-Targaryen-(son-of-Rhaegar),,0.333333,35,0.002558,15,7,0.34223,0.369907,0.006012,0,0.101305,136,0.024692,0.024692,0,3
Elia-Martell,,0.583333,21,0.001457,9,7,0.343116,0.370347,0.0027,0,0.156877,56,0.040091,0.040091,0,1
Franklyn-Flowers,,0.333333,1,0.000844,3,7,0.260229,0.272225,0.002516,0,0.008794,10,0.002047,0.002047,0,3
Haldon,,0.454545,25,0.001807,11,7,0.326489,0.349299,0.000285,0,0.059736,135,0.014405,0.014405,0,3
Harry-Strickland,,0.666667,2,0.000709,3,7,0.260144,0.272016,0.000005,0,0.008976,31,0.002088,0.002088,0,3
Jon-Connington,,0.316667,38,0.002775,16,6,0.350375,0.377589,0.01269,0,0.136807,169,0.033735,0.033735,0,3
Lemore,,0.952381,20,0.001175,7,7,0.324755,0.345463,0.000002,0,0.05174,54,0.01267,0.01267,0,3
Rhaegar-Targaryen,,0.359477,55,0.00271,18,6,0.368056,0.398512,0.007842,0,0.229491,202,0.05746,0.05746,2,1
Rhaenys-Targaryen-(daughter-of-Rhaegar),,0,0,0.000333,1,8,0.255053,0.265752,0,0,0.003744,4,0.000864,0.000864,0,3
Rolly-Duckfield,,0.821429,23,0.001308,8,7,0.326087,0.347412,0.000013,0,0.055326,101,0.013466,0.013466,0,3
Viserys-Targaryen,,0.406593,37,0.002102,14,6,0.350375,0.376541,0.002457,0,0.125237,169,0.030214,0.030214,9,1
Yandry,,0.952381,20,0.001175,7,7,0.324755,0.345463,0.000002,0,0.05174,65,0.01267,0.01267,0,3
Ysilla,,1,15,0.001025,6,7,0.324225,0.34431,0,0,0.046982,46,0.011529,0.011529,0,3
Aegon-V-Targaryen,,0,0,0.000325,1,6,0.262636,0.274004,0,0,0.005916,6,0.001226,0.001226,10,9
Aemon-Targaryen-(Maester-Aemon),,0.273846,89,0.00417,26,5,0.356023,0.38782,0.019,0,0.156585,395,0.035025,0.035024,10,9
Aemon-Targaryen-(Dragonknight),,0,0,0.000319,1,7,0.311398,0.328733,0,0,0.030904,3,0.007921,0.007921,1,14
Alleras,,0.428571,12,0.00181,8,6,0.272915,0.292683,0.014199,0,0.015581,48,0.002925,0.002925,5,9
Alliser-Thorne,,0.533333,56,0.00215,15,5,0.363014,0.392285,0.002218,0,0.169761,159,0.039757,0.039757,10,9
Bowen-Marsh,,0.431373,66,0.002645,18,6,0.336864,0.36805,0.001066,0,0.119494,187,0.026331,0.026331,10,9
Chett,,0.714286,15,0.001193,7,6,0.315727,0.339769,0.000096,0,0.048589,54,0.010265,0.010265,10,9
Clydas,,0.571429,12,0.001153,7,6,0.330699,0.356478,0.000222,0,0.067994,88,0.015282,0.015282,10,9
Cotter-Pyke,,0.688889,31,0.0015,10,6,0.331526,0.358994,0.00026,0,0.082918,68,0.018277,0.018277,10,9
Daeron-II-Targaryen,,0,0,0.000477,2,6,0.299661,0.318113,0.001247,0,0.016464,6,0.003432,0.003432,9,10
Dareon,,0.466667,7,0.001172,6,6,0.326355,0.353606,0.003076,0,0.063405,53,0.014399,0.014399,10,9
Denys-Mallister,,0.861111,31,0.001348,9,6,0.314727,0.34021,0.000013,0,0.064809,59,0.013937,0.013937,10,9
Donal-Noye,,0.642857,18,0.001327,8,6,0.332775,0.357778,0.00024,0,0.077983,85,0.017514,0.017514,10,9
Eddison-Tollett,,0.378947,72,0.003002,20,6,0.319534,0.350524,0.003127,0,0.090064,154,0.018728,0.018728,10,9
Gilly,,0.318681,29,0.002198,14,6,0.317746,0.346457,0.001125,0,0.06938,216,0.014631,0.014631,10,9
Grenn,,0.447619,47,0.002246,15,6,0.316733,0.344801,0.000475,0,0.06991,265,0.014396,0.014396,10,9
Hobb,,0.545455,30,0.001638,11,6,0.317112,0.343836,0.000087,0,0.072044,49,0.015585,0.015585,10,9
Janos-Slynt,,0.403162,102,0.003132,23,5,0.381844,0.416017,0.007183,0,0.332018,196,0.081741,0.081741,10,9
Jeor-Mormont,,0.23545,89,0.004335,28,5,0.371322,0.407254,0.017268,0,0.185984,484,0.042284,0.042284,10,9
Jon-Snow,,0.066294,427,0.019,114,5,0.445378,0.513082,0.19212,0,0.615016,2757,0.144182,0.144182,10,9
Maekar-I-Targaryen,,0,0,0.000325,1,6,0.262636,0.274004,0,0,0.005916,3,0.001226,0.001226,10,9
Mance-Rayder,,0.219697,116,0.004959,33,6,0.36994,0.41044,0.013605,0,0.222738,389,0.050948,0.050948,10,9
Owen,,0.511111,23,0.001526,10,6,0.339309,0.361153,0.000805,0,0.070648,55,0.015816,0.015816,10,9
Pypar,,0.433333,52,0.002334,16,6,0.315226,0.344298,0.000234,0,0.076437,232,0.015819,0.015819,10,9
Robert-Baratheon,,0.201923,420,0.008779,65,5,0.459272,0.499769,0.078228,0,0.774229,1488,0.194375,0.194375,2,2
Samwell-Tarly,,0.14482,137,0.006976,44,6,0.352706,0.399979,0.041466,0,0.201112,934,0.044519,0.044519,10,9
Wynton-Stout,,0,0,0.000325,1,6,0.262636,0.274004,0,0,0.005916,3,0.001226,0.001226,10,9
Aenys-Frey,,0.5,3,0.000831,4,7,0.318127,0.340368,0.000812,0,0.045608,19,0.011056,0.011056,4,7
Arya-Stark,,0.11245,392,0.013448,84,6,0.431362,0.488386,0.087242,0,0.687691,1460,0.172624,0.172624,8,6
Hosteen-Frey,,0.333333,2,0.000969,4,7,0.267137,0.280788,0.000969,0,0.008014,17,0.001829,0.001829,4,7
Theon-Greyjoy,,0.095105,204,0.01204,66,6,0.423323,0.474654,0.111283,0,0.422585,782,0.102474,0.102474,3,13
Wyman-Manderly,,0.279412,38,0.002911,17,6,0.355705,0.385031,0.009243,0,0.159496,116,0.039023,0.039023,4,7
Aeron-Greyjoy,,0.190476,20,0.003891,15,7,0.312992,0.338104,0.012935,0,0.033148,151,0.007114,0.007114,3,13
Asha-Greyjoy,,0.113333,34,0.005265,25,6,0.35177,0.381929,0.033025,0,0.098513,234,0.022997,0.022997,3,13
Baelor-Blacktyde,,1,6,0.000987,4,7,0.276811,0.291941,0,0,0.011196,15,0.002329,0.002329,3,13
Balon-Greyjoy,,0.487179,38,0.002302,13,6,0.364679,0.392474,0.009546,0,0.175804,149,0.043302,0.043302,3,13
Dagmer,,0.7,7,0.001019,5,7,0.3053,0.326469,0.000144,0,0.040017,23,0.00943,0.00943,3,13
Dunstan-Drumm,,0.666667,2,0.000846,3,8,0.251026,0.265036,0.000007,0,0.004057,10,0.000628,0.000628,3,13
Emmond,,0,0,0.000409,1,8,0.238452,0.248561,0,0,0.001478,4,0.000249,0.000249,3,13
Euron-Greyjoy,,0.282051,22,0.003152,13,7,0.313115,0.33737,0.008005,0,0.031641,158,0.006743,0.006743,3,13
Gormond-Goodbrother,,0,0,0.000409,1,8,0.238452,0.248561,0,0,0.001478,6,0.000249,0.000249,3,13
Gorold-Goodbrother,,1,1,0.000631,2,8,0.250868,0.264197,0,0,0.003542,13,0.000578,0.000578,3,13
Greydon-Goodbrother,,0,0,0.000409,1,8,0.238452,0.248561,0,0,0.001478,4,0.000249,0.000249,3,13
Meldred-Merlyn,,1,1,0.000631,2,8,0.250868,0.264197,0,0,0.003542,10,0.000578,0.000578,3,13
Murenmure,,1,1,0.000564,2,7,0.298535,0.315987,0,0,0.016795,14,0.003835,0.003835,3,13
Rus,,0,0,0.000409,1,8,0.238452,0.248561,0,0,0.001478,5,0.000249,0.000249,3,13
Victarion-Greyjoy,,0.101449,28,0.006258,24,7,0.333753,0.365819,0.036451,0,0.045397,215,0.009394,0.009394,3,13
Aerys-I-Targaryen,,0,0,0.000303,1,6,0.314851,0.326834,0,0,0.02686,3,0.006802,0.006802,2,2
Aerys-II-Targaryen,,0.327485,56,0.003342,19,6,0.366359,0.398239,0.014069,0,0.265654,184,0.067482,0.067482,2,1
Arthur-Dayne,,0.3,3,0.00123,5,7,0.27739,0.292758,0.005297,0,0.021552,24,0.005382,0.005382,2,1
Barristan-Selmy,,0.212195,174,0.006119,41,6,0.386861,0.427987,0.04555,0,0.394369,470,0.098095,0.098095,9,10
Brandon-Stark,,0.428571,12,0.001285,8,6,0.338154,0.358449,0.000462,0,0.120731,55,0.030519,0.030519,2,1
Brienne-of-Tarth,,0.168687,167,0.007059,45,6,0.384429,0.429581,0.032252,0,0.45689,521,0.116308,0.116308,1,12
Denys-Darklyn,,0,0,0.000338,1,7,0.268219,0.279949,0,0,0.009201,4,0.002361,0.002361,2,1
Elbert-Arryn,,0,0,0.000338,1,7,0.268219,0.279949,0,0,0.009201,3,0.002361,0.002361,2,1
Gerold-Hightower,,0.464286,13,0.001527,8,6,0.34223,0.364004,0.008396,0,0.108828,34,0.027488,0.027488,2,1
Jon-Arryn,,0.558824,76,0.002673,17,6,0.382764,0.415178,0.008812,0,0.314051,199,0.079629,0.079629,2,4
Owen-Merryweather,,0,0,0.000338,1,7,0.268219,0.279949,0,0,0.009201,3,0.002361,0.002361,2,1
Rossart,,0,0,0.000338,1,7,0.268219,0.279949,0,0,0.009201,4,0.002361,0.002361,2,1
Aggar,,0,0,0.001521,4,7,0.269036,0.283345,0.007997,0,0.007393,13,0.001664,0.001664,3,13
Gariss,,0,0,0.001052,2,8,0.21217,0.219768,0.002516,0,0.000501,8,0.000058,0.000058,3,13
Gelmarr,,0,0,0.000512,1,8,0.212057,0.218929,0,0,0.000395,3,0.000058,0.000058,3,13
Gynir,,0,0,0.000714,2,8,0.232728,0.242841,0.000081,0,0.001363,7,0.000239,0.000239,3,13
Ramsay-Snow,,0.229249,58,0.003954,23,6,0.366359,0.399706,0.016713,0,0.193825,241,0.047204,0.047204,3,13
Aggo,,0.666667,30,0.001554,10,7,0.2951,0.318524,0.0001,0,0.04297,112,0.008956,0.008956,9,10
Belwas,,0.410256,32,0.002041,13,7,0.297641,0.323408,0.000281,0,0.049756,153,0.010371,0.010371,9,10
Daario-Naharis,,0.391813,67,0.003018,19,7,0.29876,0.327916,0.005468,0,0.056177,196,0.011193,0.011193,9,10
Drogo,,0.290476,61,0.003514,21,6,0.331665,0.358197,0.012391,0,0.069344,307,0.014787,0.014787,9,10
Grey-Worm,,0.785714,22,0.001262,8,7,0.294772,0.317161,0.000033,0,0.040047,59,0.008401,0.008401,9,10
Jhogo,,0.560606,37,0.001848,12,7,0.295429,0.319991,0.000165,0,0.045374,131,0.009324,0.009324,9,10
Jorah-Mormont,,0.283077,92,0.003819,26,6,0.355228,0.38717,0.010827,0,0.139246,401,0.031713,0.031713,9,10
Quaro,,0.8,8,0.000897,5,7,0.277972,0.297832,0.000001,0,0.017611,21,0.003385,0.003385,9,10
Rakharo,,0.666667,30,0.001569,10,7,0.282616,0.305148,0.000032,0,0.030093,85,0.005617,0.005617,9,10
Alayaya,,0.5,3,0.000872,4,7,0.329465,0.350872,0.002516,0,0.077249,16,0.019677,0.019677,0,3
Bronn,,0.256667,77,0.00355,25,6,0.362352,0.396625,0.0029,0,0.291006,313,0.074284,0.074284,0,3
Dancy,,0,0,0.000374,1,8,0.247895,0.256968,0,0,0.002734,3,0.000689,0.000689,0,3
Albett,,1,3,0.000614,3,6,0.308498,0.329224,0,0,0.026234,11,0.005706,0.005706,10,9
Halder,,0.678571,19,0.00131,8,6,0.312255,0.336583,0.000044,0,0.046468,62,0.009795,0.009795,10,9
Rast,,0.8,12,0.001024,6,6,0.312009,0.335325,0.000023,0,0.042569,26,0.00909,0.00909,10,9
Alebelly,,0.5,3,0.000832,4,6,0.295979,0.312138,0.000007,0,0.0219,19,0.005221,0.005221,1,8
Bran-Stark,,0.155136,222,0.008375,54,5,0.418862,0.463983,0.044911,0,0.495709,1508,0.122537,0.122537,1,8
Hayhead,,1,1,0.000497,2,6,0.295429,0.310356,0,0,0.018376,9,0.004471,0.004471,1,8
Jojen-Reed,,0.488889,22,0.001552,10,6,0.306122,0.328679,0.000272,0,0.057821,261,0.013253,0.013253,1,8
Mikken,,0.5,5,0.000994,5,6,0.31152,0.330901,0.000236,0,0.037526,25,0.008926,0.008926,1,8
Alerie-Hightower,,1,1,0.000416,2,7,0.281915,0.295924,0,0,0.024103,6,0.006274,0.006274,0,4
Mace-Tyrell,,0.422925,107,0.003086,23,6,0.382028,0.414591,0.005881,0,0.342259,203,0.087408,0.087408,0,4
Margaery-Tyrell,,0.296552,129,0.003992,30,6,0.362352,0.399581,0.004546,0,0.357497,442,0.091883,0.091883,0,4
Alester-Florent,,0.619048,13,0.001199,7,6,0.318127,0.3387,0.000363,0,0.061901,41,0.015097,0.015097,4,7
Axell-Florent,,0.511111,23,0.001692,10,6,0.329739,0.357086,0.001703,0,0.075464,98,0.017469,0.017469,4,7
Cortnay-Penrose,,0.619048,13,0.001184,7,6,0.344156,0.366268,0.00066,0,0.106815,39,0.026768,0.026768,4,7
Davos-Seaworth,,0.126894,67,0.006084,33,6,0.352706,0.389748,0.023847,0,0.179426,483,0.043798,0.043798,4,7
Lamprey,,0.833333,5,0.000823,4,7,0.268219,0.283744,0.000001,0,0.012199,19,0.002751,0.002751,4,7
Renly-Baratheon,,0.28734,202,0.005541,38,6,0.398097,0.439811,0.018923,0,0.514319,639,0.130553,0.130553,4,2
Selyse-Florent,,0.25731,44,0.003075,19,6,0.34223,0.374004,0.005671,0,0.119451,207,0.028009,0.028009,4,7
Alla-Tyrell,,0.7,7,0.000831,5,7,0.304248,0.324079,0.000012,0,0.047547,43,0.012282,0.012282,0,4
Elinor-Tyrell,,0.7,7,0.000854,5,7,0.304364,0.324289,0.000032,0,0.045294,44,0.011692,0.011692,0,4
Megga-Tyrell,,1,6,0.000703,4,7,0.304015,0.32324,0,0,0.043536,49,0.011257,0.011257,0,4
Osney-Kettleblack,,0.436364,24,0.001547,11,6,0.336722,0.359371,0.000488,0,0.118239,85,0.030305,0.030305,0,4
Sansa-Stark,,0.167568,465,0.010185,75,6,0.433007,0.487044,0.048691,0,0.807674,1547,0.205847,0.205847,0,15
Allar-Deem,,1,1,0.000432,2,6,0.327295,0.344612,0,0,0.046607,7,0.011663,0.011663,0,3
Allard-Seaworth,,0.666667,2,0.000695,3,6,0.3097,0.328029,0.000017,0,0.033533,13,0.008137,0.008137,4,7
Marya-Seaworth,,1,1,0.000516,2,6,0.30802,0.324885,0,0,0.027203,8,0.006656,0.006656,4,7
Armen,,0.6,9,0.001517,6,7,0.214981,0.227128,0.000017,0,0.002448,23,0.000236,0.000236,5,9
Leo-Tyrell,,0.6,6,0.001221,5,7,0.262203,0.28186,0.005207,0,0.009263,24,0.001681,0.001681,5,9
Marwyn,,0.666667,2,0.000731,3,7,0.261685,0.279868,0.000562,0,0.008777,12,0.001668,0.001668,5,9
Mollander,,0.833333,5,0.001086,4,7,0.214865,0.22587,0.000004,0,0.001537,20,0.000123,0.000123,5,9
Pate-(novice),,0.238095,5,0.002227,7,7,0.215097,0.227966,0.010042,0,0.002133,47,0.000174,0.000174,5,9
Roone,,0.833333,5,0.001034,4,7,0.214633,0.225136,0.000001,0,0.001772,20,0.000174,0.000174,5,9
Qhorin-Halfhand,,0.32967,30,0.002404,14,6,0.317365,0.344759,0.002814,0,0.066492,166,0.013992,0.013992,10,9
Alyn,,0.7,7,0.000819,5,6,0.327026,0.3426,0.000023,0,0.072883,32,0.018421,0.018421,2,12
Harwin,,0.490909,27,0.001626,11,7,0.32797,0.351459,0.000358,0,0.106771,71,0.026943,0.026943,8,6
Jory-Cassel,,0.447619,94,0.003021,21,6,0.401515,0.434969,0.004878,0,0.336482,152,0.084117,0.084117,2,8
Tomard,,0.619048,13,0.001116,7,7,0.333473,0.356825,0.000146,0,0.115207,42,0.029322,0.029322,2,12
Alys-Arryn,,0,0,0.000755,2,7,0.2771,0.289635,0.002516,0,0.010933,7,0.00279,0.00279,2,4
Elys-Waynwood,,0,0,0.000509,1,8,0.217035,0.223302,0,0,0.000469,4,0.000098,0.000098,2,4
Alys-Karstark,,1,3,0.000625,3,6,0.310547,0.331593,0,0,0.031276,24,0.006964,0.006964,10,9
Melisandre,,0.233202,59,0.003548,23,6,0.355387,0.391656,0.00649,0,0.177127,327,0.041716,0.041716,4,9
Sigorn,,0.833333,5,0.000769,4,6,0.326891,0.350377,0.000054,0,0.05633,17,0.01312,0.01312,10,9
Alysane-Mormont,,1,3,0.000677,3,6,0.312992,0.331237,0,0,0.031096,28,0.007464,0.007464,3,13
Justin-Massey,,0.6,6,0.001055,5,6,0.313239,0.332495,0.000048,0,0.034633,40,0.008231,0.008231,3,13
Amabel,,1,1,0.000564,2,7,0.301593,0.319404,0,0,0.025113,10,0.00626,0.00626,8,6
Harra,,1,1,0.000564,2,7,0.301593,0.319404,0,0,0.025113,7,0.00626,0.00626,8,6
Amerei-Frey,,0.666667,2,0.000577,3,7,0.311887,0.33041,0.000002,0,0.040855,20,0.010507,0.010507,1,4
Lancel-Lannister,,0.590909,39,0.001665,12,6,0.352706,0.379916,0.00052,0,0.227325,149,0.058371,0.058371,0,0
Amory-Lorch,,0.521053,99,0.002541,20,7,0.348226,0.380326,0.001181,0,0.267903,105,0.069042,0.069042,0,5
Chiswyck,,0.897436,70,0.001641,13,7,0.333333,0.35932,0.000043,0,0.180759,56,0.046936,0.046936,0,5
Dunsen,,0.897436,70,0.001641,13,7,0.333333,0.35932,0.000043,0,0.180759,154,0.046936,0.046936,0,5
Gendry,,0.273684,52,0.003237,20,6,0.341788,0.369853,0.012467,0,0.159112,238,0.040039,0.040039,8,6
Gregor-Clegane,,0.390152,206,0.004142,33,6,0.379838,0.418679,0.005486,0,0.477885,410,0.122881,0.122881,0,5
Hot-Pie,,0.4,22,0.001859,11,7,0.306005,0.329215,0.00304,0,0.056862,195,0.01401,0.01401,8,6
Ilyn-Payne,,0.5671,131,0.002747,22,6,0.365685,0.4,0.000895,0,0.368726,268,0.094929,0.094929,0,5
Meryn-Trant,,0.6,126,0.002614,21,6,0.368226,0.400964,0.000941,0,0.334614,298,0.086173,0.086173,0,5
Polliver,,0.846154,77,0.001757,14,7,0.33715,0.364624,0.00009,0,0.207696,151,0.053896,0.053896,0,5
Rafford,,0.948718,74,0.001646,13,7,0.340034,0.368398,0.000047,0,0.207762,171,0.053854,0.053854,0,5
Roose-Bolton,,0.328042,124,0.00396,28,6,0.392012,0.429308,0.005556,0,0.359061,232,0.090199,0.090199,1,14
Sandor-Clegane,,0.355556,224,0.004673,36,6,0.382212,0.42304,0.008828,0,0.478219,528,0.122853,0.122853,0,2
Tickler,,1,66,0.001516,12,7,0.333194,0.358691,0,0,0.177876,143,0.046201,0.046201,0,5
Vargo-Hoat,,0.422222,19,0.001531,10,7,0.331112,0.358209,0.000684,0,0.121275,73,0.030833,0.030833,1,6
